mes_referencia;secao;subclasse;saldomovimentacao;admissao;demissao;estoque_anual_2026;subclasse_descricao;classe_cnae;classe_descricao;grupo_cnae;grupo_descricao;divisao_cnae;divisao_descricao;secao_cnae;secao_descricao
1;A;0111302;-1;1;2;-1;CULTIVO DE MILHO;01113;CULTIVO DE CEREAIS;011;PRODUÇÃO DE LAVOURAS TEMPORÁRIAS;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0113000;0;1;1;1;CULTIVO DE CANA DE AÇÚCAR;01130;CULTIVO DE CANA-DE-AÇÚCAR;011;PRODUÇÃO DE LAVOURAS TEMPORÁRIAS;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0115600;3;3;0;3;CULTIVO DE SOJA;01156;CULTIVO DE SOJA;011;PRODUÇÃO DE LAVOURAS TEMPORÁRIAS;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0121101;-1;6;7;1;HORTICULTURA, EXCETO MORANGO;01211;HORTICULTURA;012;HORTICULTURA E FLORICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0122900;-2;0;2;-4;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS;01229;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS;012;HORTICULTURA E FLORICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0131800;-111;27;138;-198;CULTIVO DE LARANJA;01318;CULTIVO DE LARANJA;013;PRODUÇÃO DE LAVOURAS PERMANENTES;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0133404;1;1;0;-7;CULTIVO DE CÍTRICOS, EXCETO LARANJA;01334;CULTIVO DE FRUTAS DE LAVOURA PERMANENTE, EXCETO LARANJA E UVA;013;PRODUÇÃO DE LAVOURAS PERMANENTES;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0134200;-1;0;1;-3;CULTIVO DE CAFÉ;01342;CULTIVO DE CAFÉ;013;PRODUÇÃO DE LAVOURAS PERMANENTES;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0142300;-3;0;3;-3;PRODUÇÃO DE MUDAS E OUTRAS FORMAS DE PROPAGAÇÃO VEGETAL, CERTIFICADAS;01423;PRODUÇÃO DE MUDAS E OUTRAS FORMAS DE PROPAGAÇÃO VEGETAL, CERTIFICADAS;014;PRODUÇÃO DE SEMENTES E MUDAS CERTIFICADAS;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0151201;0;7;7;-3;CRIAÇÃO DE BOVINOS PARA CORTE;01512;CRIAÇÃO DE BOVINOS;015;PECUÁRIA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0155501;-6;0;6;-10;CRIAÇÃO DE FRANGOS PARA CORTE;01555;CRIAÇÃO DE AVES;015;PECUÁRIA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0155503;-3;0;3;-1;CRIAÇÃO DE OUTROS GALINÁCEOS, EXCETO PARA CORTE;01555;CRIAÇÃO DE AVES;015;PECUÁRIA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0155505;-9;0;9;9;PRODUÇÃO DE OVOS;01555;CRIAÇÃO DE AVES;015;PECUÁRIA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0159801;-1;3;4;2;APICULTURA;01598;CRIAÇÃO DE ANIMAIS NÃO ESPECIFICADOS ANTERIORMENTE;015;PECUÁRIA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0161002;0;4;4;-3;SERVIÇO DE PODA DE ÁRVORES PARA LAVOURAS;01610;ATIVIDADES DE APOIO À AGRICULTURA;016;"ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA";01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0161003;0;1;1;-1;SERVIÇO DE PREPARAÇÃO DE TERRENO, CULTIVO E COLHEITA;01610;ATIVIDADES DE APOIO À AGRICULTURA;016;"ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA";01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0162899;1;1;0;0;ATIVIDADES DE APOIO À PECUÁRIA NÃO ESPECIFICADAS ANTERIORMENTE;01628;ATIVIDADES DE APOIO À PECUÁRIA;016;"ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA";01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0163600;15;15;0;16;ATIVIDADES DE PÓS COLHEITA;01636;ATIVIDADES DE PÓS-COLHEITA;016;"ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA";01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0210101;1;2;1;1;CULTIVO DE EUCALIPTO;02101;PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS;021;PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS;02;PRODUÇÃO FLORESTAL;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0210107;-1;0;1;-4;EXTRAÇÃO DE MADEIRA EM FLORESTAS PLANTADAS;02101;PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS;021;PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS;02;PRODUÇÃO FLORESTAL;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0210108;-2;0;2;1;PRODUÇÃO DE CARVÃO VEGETAL - FLORESTAS PLANTADAS;02101;PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS;021;PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS;02;PRODUÇÃO FLORESTAL;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;A;0230600;-9;3;12;-3;ATIVIDADES DE APOIO À PRODUÇÃO FLORESTAL;02306;ATIVIDADES DE APOIO À PRODUÇÃO FLORESTAL;023;ATIVIDADES DE APOIO À PRODUÇÃO FLORESTAL;02;PRODUÇÃO FLORESTAL;A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA
1;B;0810006;0;1;1;-3;EXTRAÇÃO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;08100;EXTRAÇÃO DE PEDRA, AREIA E ARGILA;081;EXTRAÇÃO DE PEDRA, AREIA E ARGILA;08;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;B;INDÚSTRIAS EXTRATIVAS
1;C;1013901;3;5;2;14;FABRICAÇÃO DE PRODUTOS DE CARNE;10139;FABRICAÇÃO DE PRODUTOS DE CARNE;101;ABATE E FABRICAÇÃO DE PRODUTOS DE CARNE;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1013902;29;49;20;62;PREPARAÇÃO DE SUBPRODUTOS DO ABATE;10139;FABRICAÇÃO DE PRODUTOS DE CARNE;101;ABATE E FABRICAÇÃO DE PRODUTOS DE CARNE;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1053800;0;1;1;2;FABRICAÇÃO DE SORVETES E OUTROS GELADOS COMESTÍVEIS;10538;FABRICAÇÃO DE SORVETES E OUTROS GELADOS COMESTÍVEIS;105;LATICÍNIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1066000;2;4;2;3;FABRICAÇÃO DE ALIMENTOS PARA ANIMAIS;10660;FABRICAÇÃO DE ALIMENTOS PARA ANIMAIS;106;MOAGEM, FABRICAÇÃO DE PRODUTOS AMILÁCEOS E DE ALIMENTOS PARA ANIMAIS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1091102;1;12;11;8;FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA  DE PRODUÇÃO PRÓPRIA;10911;FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO;109;FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1094500;1;1;0;1;FABRICAÇÃO DE MASSAS ALIMENTÍCIAS;10945;FABRICAÇÃO DE MASSAS ALIMENTÍCIAS;109;FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1096100;-1;1;2;0;FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS;10961;FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS;109;FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1099607;-2;12;14;-21;FABRICAÇÃO DE ALIMENTOS DIETÉTICOS E COMPLEMENTOS ALIMENTARES;10996;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE;109;FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1099699;-2;0;2;-7;FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE;10996;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE;109;FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1113502;2;2;0;2;FABRICAÇÃO DE CERVEJAS E CHOPES;11135;FABRICAÇÃO DE MALTE, CERVEJAS E CHOPES;111;FABRICAÇÃO DE BEBIDAS ALCOÓLICAS;11;FABRICAÇÃO DE BEBIDAS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1340501;-1;0;1;0;ESTAMPARIA E TEXTURIZAÇÃO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO;13405;ACABAMENTOS EM FIOS, TECIDOS E ARTEFATOS TÊXTEIS;134;ACABAMENTOS EM FIOS, TECIDOS E ARTEFATOS TÊXTEIS;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1412601;5;10;5;0;CONFECÇÃO DE PEÇAS DE VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA;14126;CONFECÇÃO DE PEÇAS DE VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS;141;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1412602;2;2;0;1;CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS;14126;CONFECÇÃO DE PEÇAS DE VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS;141;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1412603;5;15;10;-5;FACÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS;14126;CONFECÇÃO DE PEÇAS DE VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS;141;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1510600;-1;1;2;1;CURTIMENTO E OUTRAS PREPARAÇÕES DE COURO;15106;CURTIMENTO E OUTRAS PREPARAÇÕES DE COURO;151;CURTIMENTO E OUTRAS PREPARAÇÕES DE COURO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1610203;-1;0;1;0;SERRARIAS COM DESDOBRAMENTO DE MADEIRA EM BRUTO;16102;DESDOBRAMENTO DE MADEIRA;161;DESDOBRAMENTO DE MADEIRA;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1621800;14;24;10;17;FABRICAÇÃO DE MADEIRA LAMINADA E DE CHAPAS DE MADEIRA COMPENSADA, PRENSADA E AGLOMERADA;16218;FABRICAÇÃO DE MADEIRA LAMINADA E DE CHAPAS DE MADEIRA COMPENSADA, PRENSADA E AGLOMERADA;162;FABRICAÇÃO DE PRODUTOS DE MADEIRA, CORTIÇA E MATERIAL TRANÇADO, EXCETO MÓVEIS;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1623400;0;2;2;-1;FABRICAÇÃO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA;16234;FABRICAÇÃO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA;162;FABRICAÇÃO DE PRODUTOS DE MADEIRA, CORTIÇA E MATERIAL TRANÇADO, EXCETO MÓVEIS;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;1821100;0;1;1;0;SERVIÇOS DE PRÉ IMPRESSÃO;18211;SERVIÇOS DE PRÉ-IMPRESSÃO;182;SERVIÇOS DE PRÉ-IMPRESSÃO E ACABAMENTOS GRÁFICOS;18;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2063100;-5;6;11;-9;FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;20631;FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;206;FABRICAÇÃO DE SABÕES, DETERGENTES, PRODUTOS DE LIMPEZA, COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2110600;4;4;0;12;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS;21106;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS;211;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2122000;4;4;0;7;FABRICAÇÃO DE MEDICAMENTOS PARA USO VETERINÁRIO;21220;FABRICAÇÃO DE MEDICAMENTOS PARA USO VETERINÁRIO;212;FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2221800;2;3;1;6;FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO;22218;FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO;222;FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2222600;3;6;3;-2;FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO;22226;FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO;222;FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2229302;11;21;10;15;FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USOS INDUSTRIAIS;22293;FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO NÃO ESPECIFICADOS ANTERIORMENTE;222;FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2319200;9;50;41;34;FABRICAÇÃO DE ARTIGOS DE VIDRO;23192;FABRICAÇÃO DE ARTIGOS DE VIDRO;231;FABRICAÇÃO DE VIDRO E DE PRODUTOS DO VIDRO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2330302;2;2;0;2;FABRICAÇÃO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUÇÃO;23303;FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;233;FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2330399;1;1;0;1;FABRICAÇÃO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;23303;FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;233;FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2342701;-2;1;3;-19;FABRICAÇÃO DE AZULEJOS E PISOS;23427;FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO REFRATÁRIOS PARA USO ESTRUTURAL NA CONSTRUÇÃO;234;FABRICAÇÃO DE PRODUTOS CERÂMICOS;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2399199;-2;0;2;-4;FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE;23991;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE;239;APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2512800;-2;0;2;-5;FABRICAÇÃO DE ESQUADRIAS DE METAL;25128;FABRICAÇÃO DE ESQUADRIAS DE METAL;251;FABRICAÇÃO DE ESTRUTURAS METÁLICAS E OBRAS DE CALDEIRARIA PESADA;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2521700;-1;0;1;1;FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL;25217;FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL;252;FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2532202;-1;0;1;-2;METALURGIA DO PÓ;25322;"PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL; METALURGIA DO PÓ";253;FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2539001;-2;20;22;23;SERVIÇOS DE USINAGEM, TORNEARIA E SOLDA;25390;SERVIÇOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS;253;FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2539002;3;3;0;3;SERVIÇOS DE TRATAMENTO E REVESTIMENTO EM METAIS;25390;SERVIÇOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS;253;FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2542000;-3;1;4;-6;FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;25420;FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;254;FABRICAÇÃO DE ARTIGOS DE CUTELARIA, DE SERRALHERIA E FERRAMENTAS;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2543800;-3;4;7;-3;FABRICAÇÃO DE FERRAMENTAS;25438;FABRICAÇÃO DE FERRAMENTAS;254;FABRICAÇÃO DE ARTIGOS DE CUTELARIA, DE SERRALHERIA E FERRAMENTAS;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2599301;5;10;5;1;SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLICAS PARA A CONSTRUÇÃO;25993;FABRICAÇÃO DE PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;259;FABRICAÇÃO DE PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2599302;-2;1;3;1;SERVIÇO DE CORTE E DOBRA DE METAIS;25993;FABRICAÇÃO DE PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;259;FABRICAÇÃO DE PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2599399;3;12;9;-10;FABRICAÇÃO DE OUTROS PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;25993;FABRICAÇÃO DE PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;259;FABRICAÇÃO DE PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2610800;-1;0;1;-12;FABRICAÇÃO DE COMPONENTES ELETRÔNICOS;26108;FABRICAÇÃO DE COMPONENTES ELETRÔNICOS;261;FABRICAÇÃO DE COMPONENTES ELETRÔNICOS;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
1;C;2840200;11;17;6;15;FABRICAÇÃO DE MÁQUINAS FERRAMENTA, PEÇAS E ACESSÓRIOS;28402;FABRICAÇÃO DE MÁQUINAS-FERRAMENTA;284;FABRICAÇÃO DE MÁQUINAS-FERRAMENTA;28;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;C;INDÚSTRIAS DE TRANSFORMAÇÃO
