ref_data_extracao;fonte_url;municipio_ibge;municipio_nome;total_empresas;total_estabelecimentos;mei_ativos;mei_inativos_cnpj;mei_opcao_sem_exclusao
2026-05-19;https://github.com/jonathands/dados-abertos-receita-cnpj/releases/download/2024.09/;3507506;Botucatu;53858;55086;0;15392;15392
